City,State,Year,SeasonWidth,20%,40%,60%,80%
Alameda,California,2011,150.1,-0.033311125916055964,-0.006662225183211193,0.013324450366422385,0.033311125916055964
Alameda,California,2012,150.1,0.033311125916055964,0.013324450366422385,-0.05329780146568954,0.006662225183211193
Alameda,California,2013,150.1,0.039973351099267154,0.05996002664890074,0.06662225183211193,-0.006662225183211193
Alameda,California,2014,150.1,-0.05996002664890074,0.0,-0.0033311125916055963,-0.006662225183211193
Alameda,California,2015,150.1,0.0932711525649567,0.09993337774816789,0.09993337774816789,0.07328447701532312
Alameda,California,2016,150.1,0.013324450366422385,0.02664890073284477,-0.006662225183211193,-0.04663557628247835
Alameda,California,2017,150.1,0.013324450366422385,0.013324450366422385,0.0,-0.006662225183211193
Alameda,California,2018,150.1,0.039973351099267154,0.033311125916055964,0.013324450366422385,0.019986675549633577
Alameda,California,2019,150.1,,,,
Alameda,California,2020,150.1,,,,
Anthem,Arizona,2011,191.9,0.0,0.005211047420531527,0.0,-0.013027618551328817
Anthem,Arizona,2012,191.9,0.04689942678478374,0.020844189682126108,-0.10422094841063054,0.010422094841063054
Anthem,Arizona,2013,191.9,0.04689942678478374,0.028660760812923396,-0.0026055237102657635,-0.020844189682126108
Anthem,Arizona,2014,191.9,0.041688379364252216,0.03126628452318916,0.010422094841063054,0.00781657113079729
Anthem,Arizona,2015,191.9,0.03126628452318916,0.010422094841063054,0.01563314226159458,-0.0026055237102657635
Anthem,Arizona,2016,191.9,-0.01563314226159458,-0.005211047420531527,-0.03126628452318916,-0.013027618551328817
Anthem,Arizona,2017,191.9,0.005211047420531527,0.005211047420531527,0.005211047420531527,0.010422094841063054
Anthem,Arizona,2018,191.9,-0.020844189682126108,-0.010422094841063054,-0.010422094841063054,0.0
Anthem,Arizona,2019,191.9,,,,
Anthem,Arizona,2020,191.9,,,,
Apache Junction,Arizona,2011,201.7,0.0,0.0,-0.00495785820525533,0.0
Apache Junction,Arizona,2012,201.7,0.00495785820525533,0.02478929102627665,0.04214179474467031,-0.0495785820525533
Apache Junction,Arizona,2013,201.7,-0.002478929102627665,-0.027268220128904314,-0.027268220128904314,-0.01983143282102132
Apache Junction,Arizona,2014,201.7,-0.00495785820525533,-0.02478929102627665,-0.03470500743678731,-0.02478929102627665
Apache Junction,Arizona,2015,201.7,-0.00991571641051066,0.0,-0.00991571641051066,-0.00495785820525533
Apache Junction,Arizona,2016,201.7,-0.01983143282102132,-0.017352503718393655,0.00495785820525533,-0.01487357461576599
Apache Junction,Arizona,2017,201.7,-0.02974714923153198,-0.00495785820525533,-0.002478929102627665,-0.0495785820525533
Apache Junction,Arizona,2018,201.7,-0.00495785820525533,-0.017352503718393655,0.00495785820525533,0.0
