City,State,Year,SeasonWidth,20%,40%,60%,80%
Alameda,California,2011,150.1,0.05329780146568954,-0.013324450366422385,-0.033311125916055964,-0.02664890073284477
Alameda,California,2012,150.1,-0.006662225183211193,-0.013324450366422385,0.006662225183211193,-0.006662225183211193
Alameda,California,2013,150.1,0.039973351099267154,0.013324450366422385,0.05996002664890074,0.033311125916055964
Alameda,California,2014,150.1,0.02664890073284477,0.013324450366422385,-0.013324450366422385,-0.013324450366422385
Alameda,California,2015,150.1,0.07994670219853431,-0.006662225183211193,-0.019986675549633577,-0.019986675549633577
Alameda,California,2016,150.1,0.05329780146568954,-0.006662225183211193,-0.02664890073284477,0.006662225183211193
Alameda,California,2017,150.1,-0.013324450366422385,-0.019986675549633577,-0.02664890073284477,0.05329780146568954
Alameda,California,2018,150.1,0.0,0.0,0.0,0.013324450366422385
Alameda,California,2019,150.1,,,,
Alameda,California,2020,150.1,,,,
Anthem,Arizona,2011,191.9,-0.010422094841063054,-0.00781657113079729,0.0026055237102657635,0.0
Anthem,Arizona,2012,191.9,-0.010422094841063054,-0.005211047420531527,-0.010422094841063054,-0.0026055237102657635
Anthem,Arizona,2013,191.9,-0.010422094841063054,-0.010422094841063054,-0.013027618551328817,-0.01563314226159458
Anthem,Arizona,2014,191.9,-0.020844189682126108,-0.010422094841063054,-0.005211047420531527,-0.04429390307451798
Anthem,Arizona,2015,191.9,0.005211047420531527,0.005211047420531527,0.0,-0.005211047420531527
Anthem,Arizona,2016,191.9,0.010422094841063054,0.07295466388744137,-0.010422094841063054,0.0026055237102657635
Anthem,Arizona,2017,191.9,-0.026055237102657634,-0.005211047420531527,-0.005211047420531527,-0.010422094841063054
Anthem,Arizona,2018,191.9,0.0,0.0,0.0026055237102657635,0.01563314226159458
Anthem,Arizona,2019,191.9,,,,
Anthem,Arizona,2020,191.9,,,,
Apache Junction,Arizona,2011,201.7,0.0,0.002478929102627665,0.007436787307882995,0.002478929102627665
Apache Junction,Arizona,2012,201.7,0.0,0.00495785820525533,0.0,-0.0495785820525533
