City,State,Year,SeasonWidth,20%,40%,60%,80%
45,Alabama,2011,160.2,,,,
45,Alabama,2012,160.2,0.006242197253433209,-0.012484394506866418,-0.018726591760299626,0.0
45,Alabama,2013,160.2,-0.018726591760299626,-0.018726591760299626,-0.018726591760299626,-0.031210986267166046
45,Alabama,2014,160.2,0.0,-0.012484394506866418,-0.012484394506866418,-0.0749063670411985
45,Alabama,2015,160.2,-0.006242197253433209,0.0,0.0,-0.018726591760299626
45,Alabama,2016,160.2,-0.012484394506866418,0.006242197253433209,-0.03745318352059925,-0.024968789013732836
45,Alabama,2017,160.2,0.0,-0.018726591760299626,-0.024968789013732836,-0.024968789013732836
45,Alabama,2018,160.2,0.012484394506866418,-0.006242197253433209,-0.012484394506866418,-0.012484394506866418
45,Alabama,2019,160.2,-0.012484394506866418,0.006242197253433209,0.024968789013732836,0.04993757802746567
45,Alabama,2020,160.2,-0.018726591760299626,-0.024968789013732836,0.03745318352059925,-0.018726591760299626
45,Arkansas,2011,150.6,,,,
45,Arkansas,2012,150.6,-0.013280212483399735,0.0199203187250996,0.0,-0.0199203187250996
45,Arkansas,2013,150.6,-0.0199203187250996,0.0,0.05312084993359894,-0.006640106241699867
45,Arkansas,2014,150.6,0.0199203187250996,-0.006640106241699867,-0.013280212483399735,0.02656042496679947
45,Arkansas,2015,150.6,0.0,0.0,0.006640106241699867,0.0
45,Arkansas,2016,150.6,-0.0199203187250996,-0.013280212483399735,0.013280212483399735,-0.013280212483399735
45,Arkansas,2017,150.6,-0.0199203187250996,0.04648074369189907,0.0,0.0033200531208499337
45,Arkansas,2018,150.6,-0.0398406374501992,-0.006640106241699867,-0.02656042496679947,-0.0199203187250996
45,Arkansas,2019,150.6,-0.04648074369189907,-0.013280212483399735,0.07304116865869854,0.0
45,Arkansas,2020,150.6,-0.0398406374501992,0.11288180610889775,-0.0199203187250996,-0.02656042496679947
45,Colorado,2011,109.4,,,,
45,Colorado,2012,109.4,-0.054844606946983544,0.018281535648994516,0.04570383912248629,0.027422303473491772
45,Colorado,2013,109.4,-0.054844606946983544,0.018281535648994516,0.027422303473491772,
45,Colorado,2014,109.4,0.04570383912248629,0.07312614259597806,0.09140767824497258,
45,Colorado,2015,109.4,-0.009140767824497258,-0.018281535648994516,-0.009140767824497258,0.054844606946983544
45,Colorado,2016,109.4,0.10968921389396709,0.06398537477148081,0.11882998171846434,0.03656307129798903
45,Colorado,2017,109.4,0.018281535648994516,0.009140767824497258,0.027422303473491772,
45,Colorado,2018,109.4,0.009140767824497258,0.0,0.12797074954296161,
45,Colorado,2019,109.4,0.08226691042047532,0.054844606946983544,0.03656307129798903,
45,Colorado,2020,109.4,-0.027422303473491772,-0.027422303473491772,0.009140767824497258,-0.04570383912248629
45,Connecticut,2011,113.7,,,,
45,Connecticut,2012,113.7,-0.026385224274406333,-0.008795074758135443,0.026385224274406333,0.008795074758135443
45,Connecticut,2013,113.7,-0.026385224274406333,-0.03518029903254177,-0.030782761653474055,0.0
45,Connecticut,2014,113.7,0.03518029903254177,0.026385224274406333,0.03518029903254177,0.1407211961301671
45,Connecticut,2015,113.7,0.017590149516270887,0.008795074758135443,0.008795074758135443,0.043975373790677216
45,Connecticut,2016,113.7,-0.043975373790677216,-0.07036059806508355,0.043975373790677216,0.07036059806508355
45,Connecticut,2017,113.7,0.017590149516270887,0.008795074758135443,0.026385224274406333,0.16710642040457344
45,Connecticut,2018,113.7,0.0,-0.008795074758135443,0.0,0.15831134564643798
45,Connecticut,2019,113.7,-0.017590149516270887,-0.03518029903254177,-0.052770448548812667,-0.008795074758135443
45,Connecticut,2020,113.7,-0.06156552330694811,-0.06156552330694811,-0.07036059806508355,-0.03518029903254177
45,District of Columbia,2011,130.1,,,,
45,District of Columbia,2012,130.1,-0.03843197540353575,-0.046118370484242895,-0.030745580322828595,-0.03843197540353575
45,District of Columbia,2013,130.1,-0.023059185242121447,-0.03843197540353575,-0.05380476556495004,-0.046118370484242895
45,District of Columbia,2014,130.1,0.0,-0.030745580322828595,-0.0768639508070715,0.030745580322828595
45,District of Columbia,2015,130.1,0.015372790161414298,-0.015372790161414298,-0.023059185242121447,0.0
45,District of Columbia,2016,130.1,-0.046118370484242895,-0.015372790161414298,0.046118370484242895,-0.023059185242121447
45,District of Columbia,2017,130.1,-0.015372790161414298,-0.030745580322828595,-0.030745580322828595,-0.030745580322828595
45,District of Columbia,2018,130.1,-0.030745580322828595,-0.015372790161414298,0.023059185242121447,0.0
45,District of Columbia,2019,130.1,-0.030745580322828595,0.0,-0.007686395080707149,-0.007686395080707149
45,District of Columbia,2020,130.1,-0.015372790161414298,-0.030745580322828595,-0.05380476556495004,-0.02690238278247502
45,Florida,2011,168.6,,,,
45,Florida,2012,168.6,-0.017793594306049824,-0.011862396204033215,-0.02372479240806643,-0.02965599051008304
45,Florida,2013,168.6,-0.005931198102016607,-0.005931198102016607,-0.011862396204033215,-0.017793594306049824
45,Florida,2014,168.6,-0.005931198102016607,-0.011862396204033215,-0.017793594306049824,-0.03558718861209965
45,Florida,2015,168.6,0.02372479240806643,-0.011862396204033215,0.0,-0.017793594306049824
