City,State,Year,SeasonWidth,20%,40%,60%,80%
Avondale,Arizona,2011,165.5,0.0,0.0,0.0,
Avondale,Arizona,2012,165.5,-0.027190332326283987,-0.04229607250755287,-0.006042296072507553,0.006042296072507553
Avondale,Arizona,2013,165.5,0.02416918429003021,0.012084592145015106,0.006042296072507553,
Avondale,Arizona,2014,165.5,0.012084592145015106,0.006042296072507553,-0.01812688821752266,-0.24773413897280966
Avondale,Arizona,2015,165.5,0.06646525679758308,-0.13293051359516617,0.006042296072507553,
Avondale,Arizona,2016,165.5,0.012084592145015106,0.0,-0.006042296072507553,
Avondale,Arizona,2017,165.5,0.1027190332326284,0.09063444108761329,0.07250755287009064,
Avondale,Arizona,2018,165.5,-0.16012084592145015,0.06646525679758308,0.06042296072507553,0.04833836858006042
Avondale,Arizona,2019,165.5,0.04833836858006042,0.04229607250755287,0.054380664652567974,0.6888217522658611
Avondale,Arizona,2020,165.5,-0.06042296072507553,-0.08157099697885196,0.012084592145015106,
Butte,California,2011,115.6,0.060553633217993084,0.10380622837370243,0.09515570934256055,0.01730103806228374
Butte,California,2012,115.6,0.025951557093425608,0.00865051903114187,0.0,-0.025951557093425608
Butte,California,2013,115.6,0.17301038062283738,0.07785467128027682,0.043252595155709346,0.051903114186851215
Butte,California,2014,115.6,0.03460207612456748,0.0,-0.00865051903114187,0.01730103806228374
Butte,California,2015,115.6,0.14705882352941177,0.14705882352941177,-0.12975778546712805,-0.12110726643598617
Butte,California,2016,115.6,0.060553633217993084,0.025951557093425608,-0.00865051903114187,-0.01730103806228374
Butte,California,2017,115.6,0.00865051903114187,-0.00865051903114187,-0.012975778546712804,-0.043252595155709346
Butte,California,2018,115.6,0.08650519031141869,0.07785467128027682,-0.01730103806228374,-0.09515570934256055
Butte,California,2019,115.6,-0.025951557093425608,-0.06920415224913495,-0.12975778546712805,
Butte,California,2020,115.6,0.2768166089965398,-0.08650519031141869,-0.07785467128027682,
Cameron,Texas,2011,214.7,0.0,0.0,0.0,
Cameron,Texas,2012,214.7,0.06520726595249185,0.02328830926874709,-0.04191895668374476,
Cameron,Texas,2013,214.7,-0.06054960409874244,-0.032603632976245925,,
Cameron,Texas,2014,214.7,0.037261294829995344,-0.009315323707498836,,
Cameron,Texas,2015,214.7,-0.05589194224499302,-0.02794597112249651,-0.06986492780624128,
Cameron,Texas,2016,214.7,-0.04191895668374476,-0.009315323707498836,,
Cameron,Texas,2017,214.7,-0.02794597112249651,-0.018630647414997672,-0.06986492780624128,-0.0512342803912436
Cameron,Texas,2018,214.7,0.018630647414997672,0.009315323707498836,0.0,
Cameron,Texas,2019,214.7,0.037261294829995344,0.009315323707498836,0.004657661853749418,
Cameron,Texas,2020,214.7,-0.05589194224499302,-0.04657661853749418,-0.037261294829995344,
Collier,Florida,2011,276.6,0.0,0.0,0.0,0.03253796095444685
Collier,Florida,2012,276.6,-0.0415762834417932,-0.0072306579898770785,-0.07230657989877078,
Collier,Florida,2013,276.6,0.010845986984815618,-0.014461315979754157,-0.04338394793926247,
Collier,Florida,2014,276.6,-0.0036153289949385392,-0.06146059291395516,-0.4085321764280549,
Collier,Florida,2015,276.6,0.0036153289949385392,-0.021691973969631236,0.0,-0.15184381778741865
Collier,Florida,2016,276.6,0.07592190889370933,-0.010845986984815618,-0.03976861894432393,-0.03253796095444685
Collier,Florida,2017,276.6,-0.0072306579898770785,-0.12292118582791033,-0.42660882140274764,-0.2024584237165582
Collier,Florida,2018,276.6,0.06146059291395516,-0.0072306579898770785,-0.0650759219088937,
Collier,Florida,2019,276.6,0.0072306579898770785,-0.46999276934201006,-0.3904555314533622,-0.24584237165582065
Collier,Florida,2020,276.6,-0.415762834417932,-0.010845986984815618,-0.0072306579898770785,
Colusa,California,2011,117.7,0.0,0.0594732370433305,0.05097706032285471,0.016992353440951572
Colusa,California,2012,117.7,0.033984706881903144,0.04248088360237893,0.025488530161427356,0.0
Colusa,California,2013,117.7,0.118946474086661,0.008496176720475786,-0.033984706881903144,-0.08496176720475786
Colusa,California,2014,117.7,0.025488530161427356,0.033984706881903144,0.008496176720475786,0.008496176720475786
Colusa,California,2015,117.7,0.09345794392523364,0.10195412064570943,0.14443500424808836,-0.118946474086661
Colusa,California,2016,117.7,0.0594732370433305,0.04248088360237893,0.008496176720475786,-0.016992353440951572
Colusa,California,2017,117.7,0.09345794392523364,0.06796941376380629,0.025488530161427356,0.025488530161427356
Colusa,California,2018,117.7,0.118946474086661,0.1274426508071368,-0.033984706881903144,-0.04248088360237893
Colusa,California,2019,117.7,0.15293118096856415,0.06796941376380629,-0.05097706032285471,
Colusa,California,2020,117.7,0.16992353440951571,0.15293118096856415,-0.016992353440951572,
Eloy,Arizona,2011,160.7,0.0,0.0,0.0,
Eloy,Arizona,2012,160.7,-0.23646546359676418,-0.2271313005600498,-0.22090852520224022,0.09334163036714375
Eloy,Arizona,2013,160.7,-0.024891101431238336,-0.04978220286247667,-0.074673304293715,
Eloy,Arizona,2014,160.7,0.06845052893590542,0.024891101431238336,-0.34847542003733667,0.16179215930304916
Eloy,Arizona,2015,160.7,0.05600497822028625,-0.08089607965152458,-0.4667081518357188,
Eloy,Arizona,2016,160.7,0.031113876789047916,0.012445550715619168,-0.012445550715619168,
Eloy,Arizona,2017,160.7,0.09334163036714375,0.04978220286247667,0.031113876789047916,
Eloy,Arizona,2018,160.7,0.1120099564405725,0.05600497822028625,,
Eloy,Arizona,2019,160.7,-0.012445550715619168,-0.012445550715619168,0.01866832607342875,
