Location,Year,R2,RMSE,AUC_Diff,Pearson
"45,ND",2013,0.0,1.8390920241435558,-3.0698557615897775,-0.1538993464529117
"45,ND",2014,0.6559342761623326,0.15604048858126776,0.09703601058825842,0.8443347661626619
"45,ND",2015,0.7220335742190729,0.12110468912885608,0.30044460719518234,0.8625468708890416
"45,ND",2016,0.8510990436226945,0.09105174397511366,-0.1888003801608639,0.9742823482437413
"45,ND",2017,0.0,0.41603746125164276,-0.4125027436993484,0.6982893269624957
"45,ND",2018,0.8700317428032985,0.09054095611127704,0.15778952443230262,0.9358598020324134
"45,ND",2019,0.8353270554513746,0.10808185285867362,-0.07491307578851025,0.9363198732400816
"45,ND",2020,0.5489486442797592,0.14748988791532866,0.6527076503328979,0.9401053233904908
"45,NE",2012,0.9542331406090448,0.06489167206243858,0.13584476813866342,0.9872864586346448
"45,NE",2013,0.8514910799672296,0.12004312210827338,-0.05899977608790255,0.9344723754941662
"45,NE",2014,0.9806994938163155,0.04676279803524665,-0.0017560152903020345,0.9911067996073082
"45,NE",2015,0.9269366788271327,0.08913865420143982,0.16050353752065527,0.9794846638332606
"45,NE",2016,0.9842052066603589,0.036362602729762696,0.06642699232213291,0.9937575504919466
"45,NE",2017,0.844095481144328,0.1163711528605357,-0.17363628506581416,0.9320324138152676
"45,NE",2018,0.925175700833042,0.09395682248632507,0.059838346643080395,0.9644497571358518
"45,NE",2019,0.9201685946368778,0.09060465741295899,0.14545991124241153,0.9657067322352585
"45,NE",2020,0.9805808509016498,0.03999072492181123,-0.08455414883160359,0.9929142498354318
"45,NH",2012,0.925711610685491,0.06718485805628574,0.1447294549627367,0.9647091745216558
"45,NH",2013,0.8559404567974414,0.1128522163753089,-0.007801459898977224,0.9396252825142044
"45,NH",2014,0.9131760675428717,0.09357492701590163,0.26861382353338714,0.9803721651608922
"45,NH",2015,0.9708259177385983,0.048329428931829746,0.10212564561302613,0.9869530109309341
"45,NH",2016,0.8731365772239896,0.10421269404121174,0.21544662034291226,0.9467802608834889
