Mean_R2,Std_R2,Mean_RMSE,Std_RMSE,Mean_AUC_Diff,Std_AUC_Diff,Mean_Pearson,Std_Pearson,Subset,Model
0.8484027790636878,0.26470883897147063,0.2617948969770879,0.7201077248234319,-0.061391118978097785,0.6680995702019015,0.891502858060486,0.31710417090357834,Val,ff_2000
0.834765022530645,0.270703627158159,0.3567529135383773,1.1389110062497665,-0.024807451460955487,0.6242218474827208,0.9014840392988568,0.26589393500859937,Val,ff_hi_lo
0.8457123597344857,0.261877219100568,0.4033308866232518,1.3716818601428167,-0.1089538866815028,0.8016177386874713,0.9288614680487073,0.15131243425676227,Val,ff_hi
0.8347236611157663,0.2713293919042101,0.41639432635838725,2.8412247339071595,-0.5576530828349038,6.407191240718737,0.8742974089697766,0.34151776155844304,Val,ff_lo
0.8389460998717431,0.26052218937017624,0.7433078179261228,5.507780497618459,-0.7817589234680777,12.635516309939389,0.908584629855576,0.2443112484251847,Val,ff
0.8691897638152394,0.2600261732993292,0.26452629275047435,0.7842136804695605,-0.12211677391120229,0.6174978273644173,0.9164467470279646,0.29205452205869886,Val,gru'
0.8706180528343732,0.251868836427895,0.30411485223950596,1.0260858063177352,-0.013439934608571208,0.5328184609675776,0.9151557658115705,0.29400965230878723,Val,gru_2000
0.8594023684347212,0.2606550702901874,0.3073103345429298,0.9833405020648375,0.0394620609708004,0.5240105319940455,0.9268900920415337,0.237881978833775,Val,gru_hi_lo
0.8694645813566655,0.25334586120575286,0.2829879412403262,0.9013783407651761,-0.015790570913063948,0.5561920669636613,0.9118823680563315,0.29759798538102344,Val,gru_hi
0.8704581175739184,0.25633621040489285,0.2698164254061585,0.8610984447941288,0.022912781436511435,0.46186809360866327,0.9140246654308268,0.29818167813555047,Val,gru_lo
0.8574359187507546,0.2651033063477336,0.30724716895434456,0.9847008560769822,-0.020621725136712937,0.6276240530190202,0.9028351500882321,0.29715387280549577,Val,gru
0.5066828897849021,0.4080017015279649,2.277754082994034,26.78975664825783,-1.6779473398655218,17.146748081055122,0.6999006129101191,0.3755314589248631,Val,lr_hi_lo
0.3101449275362319,0.46255275532611123,0.6981388160367785,1.643875580972207,0.9999998170484649,2.800391484096215e-06,-0.12857294715381543,0.028931344108386714,Val,lr_hi
0.5324647687450117,0.43690124026194904,0.6946337513909143,2.044325945865018,0.09647585577050186,1.330865165740173,0.628984416060996,0.3800503603182664,Val,lr_lo
0.3101449275362319,0.46255275532611123,0.6981388160373938,1.6438755809721188,1.0,0.0,nan,nan,Val,lr
0.8658840788011788,0.25345722707476115,0.2546154343530676,0.6939587373148021,0.010865217772719185,0.5919952370300983,0.8925389859366452,0.3417129071522938,Val,lstm'
0.8584975978792208,0.22323613076269327,0.12404579219253038,0.17720225075757906,-0.09732742516622644,0.5222184632483572,0.9583572051823444,0.07559042361099336,Val,lstm_120
0.873817000537962,0.2558607354555839,0.32633894904617905,1.1547256254586313,-0.0448303695366333,0.6671314897431257,0.9311230933954784,0.23514343092632364,Val,lstm_2000
0.8435794411069949,0.2691473338257481,0.23836799023077623,0.5676676819382921,-0.0789413387488203,0.6194947316029531,0.8895681532565076,0.3399757153936531,Val,lstm_hi_lo
0.8602556979594645,0.26288545167455285,0.31459321094774995,1.021630809659123,-0.05765671403858239,0.6758528518944007,0.9016373174575462,0.3153220091943042,Val,lstm_hi
0.873352150303277,0.24747838733090896,0.32610949156213587,1.1836582197622754,0.02230487021092876,0.537870006415137,0.9235167678611977,0.24707492839166775,Val,lstm_lo
0.8538152201026444,0.2699652100759491,0.33237580646479803,1.155913968956186,-0.011428944934498638,0.5676948522874917,0.9168368222772929,0.26404114606562135,Val,lstm
0.8952611537423639,0.22123535309193346,5.277267058861115,155.73192964038415,-4.733178561851082,139.83224784976653,0.9608738441224937,0.10241088116088128,Train,ff'
0.8974825491340968,0.21434923467765243,5.201488595307591,154.41359241947094,-4.072192002670315,122.20889310817918,0.9630064191839968,0.09194962988611079,Train,ff_2000
0.8919342957875338,0.21853357220959296,5.529327580355673,163.68932051232693,-4.857375984211967,144.86820377144267,0.9589727525692995,0.10414024753928294,Train,ff_hi_lo
0.8938792248320759,0.22310056738474643,5.485879477708018,161.70117251002927,-4.936277793618347,142.79944117295543,0.9616152452507716,0.09832468507087161,Train,ff_hi
0.8979388631230282,0.22628796289281938,6.965045518652092,204.40811801719192,-6.33212072811905,178.67739931349118,0.9631919291304977,0.10426120429856663,Train,ff_lo
0.8329582591428991,0.2476858833657648,5.6134776457646955,150.29013739829855,-9.268990410079661,220.47295082280326,0.9363398676615307,0.1376981583559168,Train,ff
0.8810053214860927,0.2392283848481408,9.591767156302316,226.74632980041713,-13.70420465904212,277.38041337681847,0.9566283390138611,0.12032519842588522,Train,gru'
0.9003416243206834,0.21464475925680526,6.85023628233279,204.72609527080047,-5.837987876515812,176.3625405584742,0.9639019284859855,0.09231595729887096,Train,gru_2000
0.8862349439783824,0.21687023075274997,6.987719633323672,208.511445224589,-5.954240902621688,181.00926077860456,0.9574252907112012,0.107573098697905,Train,gru_hi_lo
0.9097140699788737,0.1985367082176398,6.43402756234172,192.31788560400622,-5.486863020329117,165.69538641370724,0.9697695574807383,0.0820807200168494,Train,gru_hi
0.9105466172354966,0.20810632939942067,5.362049830583767,159.9099357697886,-4.665550913622078,141.4303292717158,0.966852428630175,0.10268364709968035,Train,gru_lo
0.9197326260707701,0.19446142584527168,6.749711879923857,201.9415936753632,-5.957243380178284,180.22858246966163,0.9694125405071706,0.09942497917807543,Train,gru
0.4127073513387556,0.345927189283498,14.647621807112195,404.4267151453943,-16.55092244470024,364.0453355226234,0.7611500948488373,0.26200505129348217,Train,lr_hi_lo
0.002173913043478261,0.04657453322962728,0.7714975320260182,10.517168070722644,-0.625788580585838,49.08635642517482,-0.08541230554870154,0.05378385795946368,Train,lr_hi
0.39151122585707865,0.3778314506930416,6.715268145112287,180.93152789988545,-7.103851230376833,173.714988838487,0.6753314470477862,0.3353360241249502,Train,lr_lo
0.002173913043478261,0.04657453322962728,0.42173869225111044,0.08901547647243284,0.9999329961000895,0.0019485537134606753,-0.11445603120871496,0.04923102639936147,Train,lr
0.9102659943528334,0.19905963242801145,7.797246986868102,229.96094726860568,-7.860236804716117,226.3192226403203,0.9683853560073005,0.08934353072230028,Train,lstm'
0.9008311725109587,0.21589871428406307,9.116653131608183,268.4582275929535,-11.371201231553338,326.5565602218717,0.9638199711733182,0.10520787246633602,Train,lstm_120
0.9098862048524742,0.20397985815909053,5.887647159047421,175.31805749955558,-5.1086849110730705,153.04621372609176,0.9670929217398104,0.09385852885342745,Train,lstm_2000
0.8773674610117334,0.22813469043778897,5.364575022702792,158.45250690780986,-4.8016873870242325,140.48442925885854,0.9562533992427201,0.10289100479381966,Train,lstm_hi_lo
0.8993614064461067,0.20639123897006043,9.019020977276215,269.34377266924974,-7.997115835510409,236.83878844719862,0.9632389849289611,0.09525025308956106,Train,lstm_hi
0.9126647641656733,0.19930514970477695,7.03327456598318,210.38035086961835,-6.136103686523698,186.22619708142085,0.9672088766001645,0.0993354364451976,Train,lstm_lo
0.8983860578474402,0.2079099386270471,6.804353141453247,195.41176562466248,-6.481846365183723,172.75780822919324,0.9623798245346391,0.10047243649958502,Train,lstm
