Location,Year,R2,RMSE,AUC_Diff,Pearson,Model,Subset
"Eloy,Arizona",2016.0,0.8268792692979068,0.14435761658736598,0.29333449614116364,0.9671352790620339,FF',Test
"Eloy,Arizona",2017.0,0.9529269661705939,0.08599789447720149,0.13773716263740712,0.9901853610181025,FF',Test
"Eloy,Arizona",2018.0,0.8651288235797544,0.12982306517531603,0.188480925534064,0.9556215613958875,FF',Test
"Eloy,Arizona",2019.0,0.9359075370877268,0.0903179252377006,0.07256689998570033,0.9710793897046938,FF',Test
"Eloy,Arizona",2020.0,0.7077067660986984,0.1993025331674514,0.21847458431603922,0.8646154690229446,FF',Test
"Essex,New Jersey",2012.0,0.9895844539634422,0.029674682677340677,0.06579160911393628,0.995691123779641,FF',Test
"Essex,New Jersey",2013.0,0.958363935081257,0.06616519577228219,0.16467656445097917,0.9898108531656566,FF',Test
"Essex,New Jersey",2014.0,0.9669444430414167,0.06668573997771367,0.13995295537671046,0.9894104633542714,FF',Test
"Essex,New Jersey",2015.0,0.9794590709399017,0.04873104124912055,0.10711107238961909,0.993365999099455,FF',Test
"Essex,New Jersey",2016.0,0.9813757647233969,0.04609615081920969,0.056192339051004736,0.9928089074290358,FF',Test
"Essex,New Jersey",2017.0,0.9634064789477906,0.059012414335081025,0.057967096208097924,0.9859160370131568,FF',Test
"Essex,New Jersey",2018.0,0.9469475974512382,0.07299497734350972,0.19300023736194863,0.9932452381739885,FF',Test
"Essex,New Jersey",2019.0,0.9592872614007473,0.06894021613173876,0.14100255342182744,0.9862885730537447,FF',Test
"Essex,New Jersey",2020.0,0.9426411994772035,0.08053639191982942,-0.022820736945648734,0.9716925655513161,FF',Test
"Fairfield,Connecticut",2012.0,0.964115457209369,0.05454409278431194,0.1819485810751043,0.9980408555412799,FF',Test
"Fairfield,Connecticut",2013.0,0.9691302233722903,0.053477723908621676,0.1096160455962049,0.9895991417878452,FF',Test
"Fairfield,Connecticut",2014.0,0.9363534047527546,0.08926631547695804,0.16953295385410505,0.9892633131568848,FF',Test
"Fairfield,Connecticut",2015.0,0.9451946586123334,0.07209127185496302,0.19372913008286016,0.9951429249128603,FF',Test
"Fairfield,Connecticut",2016.0,0.9724542211080435,0.057046883016165895,0.015312075337921265,0.9871351412318699,FF',Test
"Fairfield,Connecticut",2017.0,0.8981569652801646,0.09282757532075428,0.2686783130291362,0.9937477297572298,FF',Test
"Fairfield,Connecticut",2018.0,0.9473795965092745,0.07497329383733056,0.18737945737742953,0.9960281943984503,FF',Test
"Fairfield,Connecticut",2019.0,0.9438607353496953,0.07786828095252428,0.15673126754290664,0.9808540776093323,FF',Test
"Fairfield,Connecticut",2020.0,0.8935681688549247,0.10201214726895505,-0.28972881025290925,0.9776242709214241,FF',Test
"Forsyth,North Carolina",2012.0,0.947429603257003,0.07244592641827145,-0.03168274486663165,0.9745882435286837,FF',Test
"Forsyth,North Carolina",2013.0,0.9659895794362495,0.05730969969862111,-0.00337364387289793,0.9833125289499115,FF',Test
"Forsyth,North Carolina",2014.0,0.938343606629621,0.07727441929294615,-0.13599285189074387,0.9724369041938937,FF',Test
"Forsyth,North Carolina",2015.0,0.9659897134183287,0.06449057283730021,-0.0208387562678656,0.9855989086353804,FF',Test
"Forsyth,North Carolina",2016.0,0.9631912215056861,0.06011881265619983,0.03031094568121666,0.9823513392059785,FF',Test
"Forsyth,North Carolina",2017.0,0.8966368053470671,0.1004242788099831,-0.18732291352686062,0.9611438576415481,FF',Test
"Forsyth,North Carolina",2018.0,0.9680149043252084,0.06447581331574602,-0.011684330981077276,0.9839475603038618,FF',Test
"Forsyth,North Carolina",2019.0,0.9779772255522414,0.04618577784424624,0.007471472113604194,0.9904645842337201,FF',Test
"Forsyth,North Carolina",2020.0,0.8314777467909477,0.14692342324864965,-0.1639487351224967,0.9229845227691954,FF',Test
"Fortuna Foothills,Arizona",2012.0,0.5051453909839463,0.21440783739228475,-0.5258541955968423,0.8881448507754852,FF',Test
"Fortuna Foothills,Arizona",2013.0,0.8552244001743915,0.10925748648844595,0.15003064567049573,0.9379696984625725,FF',Test
"Fortuna Foothills,Arizona",2014.0,0.8455239362266365,0.14694367158451702,0.05328642731695969,0.9210818398088607,FF',Test
"Fortuna Foothills,Arizona",2015.0,0.917293158598929,0.09098079638346246,-0.08086218472355508,0.9598593184007751,FF',Test
"Fortuna Foothills,Arizona",2016.0,0.6705897588088063,0.15849257019062493,-0.034878049685197546,0.8992836028031747,FF',Test
"Fortuna Foothills,Arizona",2017.0,0.8015039022804238,0.1341213434035116,0.05182147343370899,0.8987890772077635,FF',Test
"Fortuna Foothills,Arizona",2018.0,0.0879294980232741,0.24212896808433232,-0.6003478707633236,0.8709987950616183,FF',Test
"Fortuna Foothills,Arizona",2019.0,0.0,1.0324648154841978,-2.718162560311472,0.9456320254501678,FF',Test
"Fortuna Foothills,Arizona",2020.0,0.0,0.5312219521025072,-1.4000933116968814,0.7553898652401484,FF',Test
"Jackson,Florida",2012.0,0.9944104662137189,0.02215736042097345,-0.01913662833275514,0.9978953544487847,FF',Test
"Jackson,Florida",2013.0,0.9854145150250939,0.04420443475606151,0.08525310189830704,0.997784911676853,FF',Test
"Jackson,Florida",2014.0,0.988660710344289,0.032652455709786844,-0.030402486434368832,0.9947024363741307,FF',Test
"Jackson,Florida",2015.0,0.9916751570849582,0.030628630467941752,0.040166787748551085,0.9967518614160162,FF',Test
"Jackson,Florida",2016.0,0.9932047730131516,0.02650301286159488,0.016629772883072394,0.9967042381727466,FF',Test
"Jackson,Florida",2017.0,0.9924392753108725,0.030864205405524744,0.012731333092073232,0.9964976462482016,FF',Test
"Jackson,Florida",2018.0,0.9888563005695457,0.03833914711026694,0.04896097730391254,0.9965077734142026,FF',Test
"Jackson,Florida",2019.0,0.9721955689553218,0.06076993509740436,0.08940856221808395,0.990438852991357,FF',Test
"Jackson,Florida",2020.0,0.9535197112558214,0.0853763141342519,0.0022637686558911805,0.9783351086937135,FF',Test
"Marana,Arizona",2012.0,0.8124957740909803,0.14916992330158743,-0.030241207220401575,0.9051847860740934,FF',Test
"Marana,Arizona",2013.0,0.9328932861351508,0.09872971352822696,0.1767087410564583,0.9853382736389398,FF',Test
"Marana,Arizona",2014.0,0.9416425141496948,0.09461617549994975,0.14198322969172492,0.9898337262018843,FF',Test
"Marana,Arizona",2015.0,0.8986817607771898,0.12999144862660508,0.1319850959117905,0.9604821249234833,FF',Test
"Marana,Arizona",2016.0,0.8206184763212244,0.16055733607520153,0.30924942472696226,0.9781518379402255,FF',Test
"Marana,Arizona",2017.0,0.9526265162727714,0.0835719391458264,0.14933308255075528,0.9921000254193386,FF',Test
"Marana,Arizona",2018.0,0.9078648536018699,0.11332363320771834,0.14699498252998625,0.9753551096154435,FF',Test
"Marana,Arizona",2019.0,0.9568828338345238,0.08066647933173948,0.06475718922083086,0.9817334862825077,FF',Test
"Marana,Arizona",2020.0,0.7823131705222561,0.17925649485060108,0.21119608102463805,0.9050875427135158,FF',Test
"Maricopa,Arizona",2012.0,0.7433632180305227,0.14741185615753635,-0.17699093901727778,0.8807262625218056,FF',Test
"Maricopa,Arizona",2013.0,0.8318328152969157,0.1308890332390404,0.260157870392241,0.9679515657679794,FF',Test
"Maricopa,Arizona",2014.0,0.8872108260787928,0.13691664868848347,0.22721090195316762,0.980366999229138,FF',Test
"Maricopa,Arizona",2015.0,0.8333088031676072,0.15223290085062535,0.20745462861789873,0.9540610713007488,FF',Test
"Maricopa,Arizona",2016.0,0.8148349523170935,0.1255459912095154,0.17640595901853712,0.9226597671272665,FF',Test
"Maricopa,Arizona",2017.0,0.9627551109474274,0.07101049577502666,0.08015197465663258,0.984801617608405,FF',Test
"Maricopa,Arizona",2018.0,0.8323160755334064,0.1146273601804599,-0.2036739338548395,0.9297193400251038,FF',Test
"Maricopa,Arizona",2019.0,0.8778528155445097,0.11146878581646592,-0.039730424488111385,0.9381403460469937,FF',Test
"Maricopa,Arizona",2020.0,0.6885326930303881,0.18247420148259796,0.26267391009018737,0.872103019988772,FF',Test
"New York,New York",2012.0,0.9719527800623283,0.04931907790819376,0.09977998575613577,0.9926465780249841,FF',Test
"New York,New York",2013.0,0.9585234680718627,0.06290455566709059,0.1369351583748915,0.9848871255556066,FF',Test
"New York,New York",2014.0,0.9599049481962106,0.06143788095224428,0.04782888820749146,0.9802248410423361,FF',Test
"New York,New York",2015.0,0.9755093571010018,0.050933525583395256,0.0747763279170719,0.992107871187915,FF',Test
"New York,New York",2016.0,0.9843567809591746,0.041281836859802905,0.06568031703079492,0.9942110914459223,FF',Test
"New York,New York",2017.0,0.9792057278855781,0.04588395776331647,-0.026077281520122345,0.9896468206178961,FF',Test
"New York,New York",2018.0,0.9669297125110142,0.05747629680758146,0.13373313745004511,0.9895040947331664,FF',Test
"New York,New York",2019.0,0.9609762723665126,0.06563245373756747,0.09870394564634444,0.9828396869247382,FF',Test
"New York,New York",2020.0,0.9553258290268266,0.0686958798249134,-0.0373807033045708,0.9777519682869744,FF',Test
"Nogales,Arizona",2012.0,0.9672191153659462,0.06342888037040148,0.036879835391489375,0.9853188136542915,FF',Test
"Nogales,Arizona",2013.0,0.9692477072992843,0.06339464949457711,0.07383138747899665,0.9900270795790426,FF',Test
"Nogales,Arizona",2014.0,0.8588309508488733,0.1185501616549116,0.13188024073200907,0.9371966821282781,FF',Test
"Nogales,Arizona",2015.0,0.8331890623103884,0.1276472139975238,0.256516340922498,0.9491273671542111,FF',Test
"Nogales,Arizona",2016.0,0.9598220057040029,0.07328554191586571,0.13470817148886327,0.9883555341960727,FF',Test
"Nogales,Arizona",2017.0,0.9725869748555067,0.05552633954391972,0.05240096046489955,0.9874475526229199,FF',Test
"Nogales,Arizona",2018.0,0.9268601950609341,0.09620291470374309,0.12249318045928934,0.9666111960515341,FF',Test
"Nogales,Arizona",2019.0,0.9552782998708336,0.08056781406610652,-0.08844968608071714,0.9816415164706772,FF',Test
"Nogales,Arizona",2020.0,0.958504525549388,0.06845576561177127,0.04246195158379792,0.9793997374400141,FF',Test
"Osceola,Florida",2012.0,0.9914707006224408,0.03065889023610403,-0.03177821814740538,0.9975101718921286,FF',Test
"Osceola,Florida",2013.0,0.9387758056321465,0.08749560933605707,-0.06918203675580595,0.9797206378120233,FF',Test
"Osceola,Florida",2014.0,0.9844433190809426,0.03941977862016073,0.044306253339159475,0.9937077177117736,FF',Test
"Osceola,Florida",2015.0,0.9904391412414942,0.032447475008864385,0.040822177985066634,0.9964977442850017,FF',Test
"Osceola,Florida",2016.0,0.9792633852305022,0.05026313455544982,-0.026777681551973086,0.9918282317719967,FF',Test
"Osceola,Florida",2017.0,0.9795115463808627,0.04535511624370291,0.057662360358348284,0.9921680450502873,FF',Test
"Osceola,Florida",2018.0,0.9830745852759206,0.04878773746932553,0.015071371672847044,0.9927905114582356,FF',Test
"Osceola,Florida",2019.0,0.9727449467878443,0.04792914165568352,0.05837675392891732,0.988601813379071,FF',Test
"Osceola,Florida",2020.0,0.9528750989864527,0.07115951609014937,0.007599765737299186,0.9764733642787753,FF',Test
"Pinellas,Florida",2012.0,0.9842205665659033,0.043277579252606155,-0.015147955367810403,0.9933921074514519,FF',Test
"Pinellas,Florida",2013.0,0.9639507661655119,0.06161891086016594,-0.044309820957147826,0.9902995877988767,FF',Test
"Pinellas,Florida",2014.0,0.9801014302625524,0.043235130337408945,-0.04962540218788241,0.9946197479485116,FF',Test
"Pinellas,Florida",2015.0,0.9869790736873643,0.037754845564859245,-0.032871170312948846,0.996166704537619,FF',Test
"Pinellas,Florida",2016.0,0.9913349525152962,0.032817124042781566,0.0012462992301302952,0.9956905541936172,FF',Test
"Pinellas,Florida",2017.0,0.9526453672160192,0.0667072298175068,-0.0758288531669975,0.9938096639181957,FF',Test
"Pinellas,Florida",2018.0,0.9540158054326847,0.07162838440415212,-0.05821707311985745,0.989762804850884,FF',Test
"Pinellas,Florida",2019.0,0.9786150796427274,0.046620267427904344,0.022487071852979875,0.9895679165168494,FF',Test
"Pinellas,Florida",2020.0,0.9787911779488229,0.05060721509049264,-0.05622732767042602,0.9917423897229094,FF',Test
"Pitt,North Carolina",2012.0,0.9766749808057809,0.042669639233248374,-0.0871889931548796,0.9947710024838547,FF',Test
"Pitt,North Carolina",2013.0,0.9528413314143706,0.07871097218177711,0.1168113497539948,0.9804781368688201,FF',Test
"Pitt,North Carolina",2014.0,0.9671274677483446,0.06473432181259829,0.0029433873299887984,0.9834333604242133,FF',Test
"Pitt,North Carolina",2015.0,0.9694184168141726,0.06158437710742816,-0.04165502438247648,0.9867618167492203,FF',Test
"Pitt,North Carolina",2016.0,0.9733611067237183,0.05818115539770795,0.05287800144441721,0.9882329955472995,FF',Test
"Pitt,North Carolina",2017.0,0.981396292949926,0.04714462829835385,0.06251958623771749,0.9925534372976028,FF',Test
"Pitt,North Carolina",2018.0,0.9768146131173242,0.045383982358623384,0.04814266943582572,0.9905346918337443,FF',Test
"Pitt,North Carolina",2019.0,0.9635268321987498,0.05722654251221857,0.07784325160834908,0.9858453611028473,FF',Test
"Pitt,North Carolina",2020.0,0.9364059340107416,0.07771627654773597,0.13365008794345484,0.9786639998104465,FF',Test
"Prescott Valley,Arizona",2012.0,0.8958804541079767,0.09071103427058128,-0.17704878772066926,0.9528319561637509,FF',Test
"Prescott Valley,Arizona",2013.0,0.9649674174606611,0.05641704921591972,0.018064385363908586,0.9839849173277943,FF',Test
"Prescott Valley,Arizona",2014.0,0.745689064193342,0.14648593098689633,-0.3057285992341882,0.9211767521905133,FF',Test
"Prescott Valley,Arizona",2015.0,0.7355362088651796,0.1526251418091376,-0.33078553793462956,0.9121880545933206,FF',Test
"Prescott Valley,Arizona",2016.0,0.974435228916908,0.05056056430148,0.0934810801709998,0.9929299968623653,FF',Test
"Prescott Valley,Arizona",2017.0,0.8248053148256389,0.12109226763667279,-0.271367930494895,0.9354594218630699,FF',Test
"Prescott Valley,Arizona",2018.0,0.8132058405998981,0.14361579064403152,0.283501425420537,0.9276808813895225,FF',Test
"Prescott Valley,Arizona",2019.0,0.969945647702867,0.05860977244094317,0.08536116384806079,0.9877684764543267,FF',Test
"Prescott Valley,Arizona",2020.0,0.9120998897641105,0.09025761246859869,0.1661832397129484,0.975527542356662,FF',Test
"Richmond,New York",2012.0,0.9817248553915089,0.039570891824166426,0.09052802103868662,0.9961947608574809,FF',Test
"Richmond,New York",2013.0,0.9642110837668002,0.060283179696542795,0.1320947209886363,0.9869448417916757,FF',Test
"Richmond,New York",2014.0,0.9646756498222111,0.058569739179652865,0.07618133905221977,0.9838271985525113,FF',Test
"Richmond,New York",2015.0,0.9839574758535405,0.04520007060919293,0.05793072202896797,0.9929385073679128,FF',Test
"Richmond,New York",2016.0,0.9752957632962065,0.05513621130381107,0.06394131839423839,0.9885640851871407,FF',Test
"Richmond,New York",2017.0,0.9824688952054101,0.042074360541274766,-0.04199294019883362,0.991446821761172,FF',Test
"Richmond,New York",2018.0,0.9595599364704315,0.06561020101175699,0.1671304007644392,0.9946937868684786,FF',Test
"Richmond,New York",2019.0,0.9778696865916784,0.05117032865052817,0.008422722103526974,0.9895888470042817,FF',Test
"Richmond,New York",2020.0,0.9556409060405705,0.07162877312585067,-0.04580841196634466,0.9782538473402302,FF',Test
"Riverside,California",2012.0,0.6819084718038702,0.19514537739269494,0.30183399040225867,0.8544233285948152,FF',Test
"Riverside,California",2013.0,0.9499422242081614,0.0776555782341656,0.1277975623162648,0.9806411096950742,FF',Test
"Riverside,California",2014.0,0.9108773443961211,0.10392280123296678,0.07690341526217119,0.9558542427996204,FF',Test
"Riverside,California",2015.0,0.8833122186135042,0.12690464358853662,0.23822007636068124,0.9761595825476648,FF',Test
"Riverside,California",2016.0,0.9499473192241145,0.07243683468817592,0.10728954607330782,0.9784574979014582,FF',Test
"Riverside,California",2017.0,0.9130834654978867,0.09952465373832169,-0.037651201879858466,0.9559012983534977,FF',Test
"Riverside,California",2018.0,0.9509924410807168,0.07832156676086212,0.07398507178229366,0.9768739317908106,FF',Test
"Riverside,California",2019.0,0.90187520252162,0.11478704416060809,0.1727676621394396,0.9590783463239583,FF',Test
"Riverside,California",2020.0,0.9087390923428427,0.11148005173066668,0.15714539789488724,0.9698968851304103,FF',Test
"Salem,New Jersey",2012.0,0.9855705687939066,0.033964319590729826,0.08268586239460851,0.9960034404588751,FF',Test
"Salem,New Jersey",2013.0,0.973438601341343,0.052427544704405006,0.06733634526769781,0.9875831210819686,FF',Test
"Salem,New Jersey",2014.0,0.9687983089751546,0.05870490569248533,0.11764024865395635,0.9903363274570272,FF',Test
"Salem,New Jersey",2015.0,0.9699353370695786,0.062365463427150485,0.07664407308362765,0.9861450899959612,FF',Test
"Salem,New Jersey",2016.0,0.97036800054646,0.0563023445471785,0.11981589005760271,0.992041782885377,FF',Test
"Salem,New Jersey",2017.0,0.9298017935838747,0.08102625577965404,-0.17537434655090736,0.9731830307223621,FF',Test
"Salem,New Jersey",2018.0,0.9709194358103101,0.05676977249189815,0.11226705698955326,0.9906790400442489,FF',Test
"Salem,New Jersey",2019.0,0.9585526442143355,0.06407591402501332,0.09924374883796326,0.9822814509231002,FF',Test
"Salem,New Jersey",2020.0,0.9280416563998295,0.08464465008466181,-0.08338077071951927,0.9676753112946208,FF',Test
"Shasta,California",2012.0,0.8579606542970865,0.11438327841410273,0.23307866466264032,0.953355030885147,FF',Test
"Shasta,California",2013.0,0.8901753644984799,0.10917570288400208,0.24851268398861145,0.9748373406580082,FF',Test
"Shasta,California",2014.0,0.7722704658915485,0.16017722397244247,0.3006176850684085,0.9083859495068132,FF',Test
"Shasta,California",2015.0,0.9193127558480182,0.10117919352711977,0.14915018432073582,0.9745680448468571,FF',Test
"Shasta,California",2016.0,0.8194044169996663,0.13152235863997228,0.31310271380215693,0.9438206692572555,FF',Test
"Shasta,California",2017.0,0.9517113818462142,0.08016268853286544,0.16658504205465444,0.9931581329854988,FF',Test
"Shasta,California",2018.0,0.9194443881632022,0.10115085642328513,0.15300632586426127,0.9794616777954004,FF',Test
"Shasta,California",2019.0,0.9134947982570039,0.10609572966757586,0.1698799565746525,0.9794787533067311,FF',Test
"Shasta,California",2020.0,0.9183903496278899,0.08809126452205991,0.14819184848936015,0.9768795072081499,FF',Test
"Stanislaus,California",2012.0,0.9235369794257319,0.09013139831610187,0.1999126189938654,0.9832650707967333,FF',Test
"Stanislaus,California",2013.0,0.8378100574144394,0.14033725002151434,0.2308096900391415,0.935482177266606,FF',Test
"Stanislaus,California",2014.0,0.9623938048058103,0.06464187950976885,0.10997562906512431,0.9851645159819595,FF',Test
"Stanislaus,California",2015.0,0.8949473507685649,0.11471947518292443,0.22805490954089155,0.9716352887142515,FF',Test
"Stanislaus,California",2016.0,0.9678094434528144,0.0589330092960014,0.10235755645604139,0.987923431203761,FF',Test
"Stanislaus,California",2017.0,0.9754759742169968,0.053803730781345156,0.06745845800123931,0.9903791671139008,FF',Test
"Stanislaus,California",2018.0,0.9405134787874456,0.07934687466227872,0.011903741650129621,0.9701599945036246,FF',Test
"Stanislaus,California",2019.0,0.9417518362822783,0.0810934550743772,0.01932668895496731,0.9705268503756909,FF',Test
"Stanislaus,California",2020.0,0.9192353682656693,0.09988691954786583,0.12022706864932242,0.9649237965825218,FF',Test
"Tucson,Arizona",2012.0,0.9192554955837005,0.0968454367697388,-0.06983545509590326,0.962496741745953,FF',Test
"Tucson,Arizona",2013.0,0.9501705698174439,0.08689527068285172,0.15990993015734245,0.989666392067544,FF',Test
"Tucson,Arizona",2014.0,0.9699002396807826,0.06540887886350684,0.09516999600624114,0.9926193237690525,FF',Test
"Tucson,Arizona",2015.0,0.9426933964921266,0.08990813198582787,0.07963775030335628,0.973926516818592,FF',Test
"Tucson,Arizona",2016.0,0.9579883196695845,0.07759609936714322,0.10259588053813488,0.9882853082454238,FF',Test
"Tucson,Arizona",2017.0,0.9499362636635873,0.08072410292788126,0.137488355247586,0.990996544603215,FF',Test
"Tucson,Arizona",2018.0,0.9509628200658641,0.08512847939347465,0.05564119920659158,0.9805631708078768,FF',Test
"Tucson,Arizona",2019.0,0.9377308274146833,0.09674574597893784,0.06966963201413445,0.9751057596579468,FF',Test
"Tucson,Arizona",2020.0,0.8203560398514005,0.1671658144174913,0.21352816508372352,0.9255042367348916,FF',Test
"Ventura,California",2012.0,0.9337267402741578,0.08912613034041457,-0.007323446515169841,0.9686447061026231,FF',Test
"Ventura,California",2013.0,0.8902254134786096,0.09453722485640886,-0.016074181880814532,0.9455631309919734,FF',Test
"Ventura,California",2014.0,0.7081453797482515,0.16830658690790531,-0.28369637322340585,0.8960681308849148,FF',Test
"Ventura,California",2015.0,0.9040248905725622,0.08926091505243348,-0.2509376284277727,0.9643080900761823,FF',Test
"Ventura,California",2016.0,0.8591525879040829,0.10166072222708117,-0.008297878659713704,0.9282062848984342,FF',Test
"Ventura,California",2017.0,0.4728815461588508,0.23288609851415074,-0.5633184288579742,0.8437731791725428,FF',Test
"Ventura,California",2018.0,0.9701899876511882,0.057839760999366475,-0.031752488297650545,0.9853228928845409,FF',Test
"Ventura,California",2019.0,0.9175353050887955,0.09507205758397848,-0.009046921565900245,0.9580102129679686,FF',Test
"Ventura,California",2020.0,0.795773132187609,0.13889893354749389,0.13751698256015715,0.9036297460271839,FF',Test
"Waukesha,Wisconsin",2012.0,0.9612004895393975,0.05543561724498487,0.12033439979488716,0.9912557183001229,FF',Test
"Waukesha,Wisconsin",2013.0,0.6771708719489288,0.1361478322772544,-0.4198560276629501,0.9500666421935102,FF',Test
"Waukesha,Wisconsin",2014.0,0.941505851883706,0.07821443171149492,0.19808985112010963,0.996978239700866,FF',Test
"Waukesha,Wisconsin",2015.0,0.96025714904981,0.05425190439955348,-0.10800566429325291,0.9834183324537982,FF',Test
"Waukesha,Wisconsin",2016.0,0.8899507880397506,0.11106656405570374,0.25706305848860533,0.9822104302878575,FF',Test
"Waukesha,Wisconsin",2017.0,0.9638175787775611,0.049467132965387704,0.14068021833976385,0.9893541326646997,FF',Test
"Waukesha,Wisconsin",2018.0,0.9687154197435365,0.05311580660780521,-0.0005610173036298883,0.9844021134748876,FF',Test
"Waukesha,Wisconsin",2019.0,0.8662099956151113,0.11571091188065814,0.23112549502796434,0.9432873108869654,FF',Test
